Date,Close,Currency,High,Low,Open,Volume
2011-10-07,5.4,USD,5.52,5.21,5.4,6557740
2011-10-10,5.58,USD,5.64,5.4,5.46,4617080
2011-10-11,5.52,USD,5.55,5.42,5.5,2880015
2011-10-12,5.56,USD,5.6,5.44,5.45,5616820
2011-10-13,5.59,USD,5.69,5.49,5.53,5219065
2011-10-14,5.61,USD,5.71,5.45,5.6,7002345
2011-10-17,5.48,USD,5.6,5.45,5.57,3772195
2011-10-18,5.67,USD,5.69,5.34,5.46,4998450
2011-10-19,5.51,USD,5.61,5.46,5.6,3964250
2011-10-20,5.47,USD,5.49,5.4,5.49,4998235
2011-10-21,5.61,USD,5.66,5.4,5.48,5712750
2011-10-24,5.71,USD,5.78,5.55,5.57,4702750
2011-10-25,5.65,USD,5.77,5.56,5.65,3271855
2011-10-26,5.6,USD,5.67,5.48,5.64,2552395
2011-10-27,5.75,USD,5.79,5.62,5.67,4346675
2011-10-28,5.97,USD,6.0,5.6,5.7,6324965
2011-10-31,5.87,USD,5.9,5.75,5.9,5669845
2011-11-01,5.78,USD,5.78,5.6,5.68,3178875
2011-11-02,5.74,USD,5.85,5.65,5.8,4377605
2011-11-03,6.49,USD,6.5,5.91,6.0,12553015
2011-11-04,6.46,USD,6.48,6.1,6.29,15165535
2011-11-07,6.25,USD,6.4,6.15,6.33,6331345
2011-11-08,6.37,USD,6.4,6.14,6.27,5839150
2011-11-09,6.18,USD,6.3,6.06,6.17,4768280
2011-11-10,6.27,USD,6.3,6.13,6.19,3736365
2011-11-11,6.73,USD,6.9,6.11,6.38,19375616
2011-11-14,6.64,USD,6.71,6.52,6.6,6628280
2011-11-15,6.79,USD,6.88,6.55,6.58,4454525
2011-11-16,6.99,USD,7.0,6.68,6.7,9165680
2011-11-17,6.74,USD,6.98,6.64,6.9,6746325
2011-11-18,6.52,USD,6.82,6.51,6.73,4513645
2011-11-21,6.35,USD,6.49,6.21,6.49,5157620
2011-11-22,6.41,USD,6.56,6.21,6.35,3662590
2011-11-23,6.29,USD,6.41,6.25,6.35,2259065
2011-11-25,6.33,USD,6.48,6.22,6.31,1197975
2011-11-28,6.51,USD,6.66,6.36,6.4,3405620
2011-11-29,6.35,USD,6.61,6.33,6.5,2955270
2011-11-30,6.55,USD,6.59,6.44,6.5,3804825
2011-12-01,6.52,USD,6.8,6.4,6.51,5150540
2011-12-02,6.66,USD,6.74,6.48,6.57,4013590
2011-12-05,6.88,USD,7.0,6.69,6.71,5800250
2011-12-06,6.97,USD,7.0,6.81,6.84,4759050
2011-12-07,6.84,USD,6.98,6.76,6.93,3371220
2011-12-08,6.18,USD,6.33,5.92,6.17,16529725
2011-12-09,6.21,USD,6.22,6.06,6.11,6197220
2011-12-12,6.08,USD,6.12,6.0,6.09,3793285
2011-12-13,5.89,USD,6.19,5.78,6.11,4970075
2011-12-14,5.71,USD,5.94,5.6,5.9,5819200
2011-12-15,5.72,USD,5.83,5.62,5.73,3501305
2011-12-16,5.6,USD,5.79,5.6,5.76,5148025
2011-12-19,5.55,USD,5.7,5.47,5.62,4934760
2011-12-20,5.58,USD,5.69,5.54,5.61,4221905
2011-12-21,5.51,USD,5.61,5.21,5.58,8529035
2011-12-22,5.55,USD,5.61,5.46,5.52,5049010
2011-12-23,5.58,USD,5.6,5.5,5.6,2956950
2011-12-27,5.71,USD,5.75,5.53,5.53,3887015
2011-12-28,5.7,USD,5.85,5.61,5.8,2875690
2011-12-29,5.75,USD,5.87,5.71,5.72,2440750
2011-12-30,5.71,USD,5.8,5.65,5.7,1699300
2012-01-03,5.62,USD,5.9,5.53,5.79,4640260
2012-01-04,5.54,USD,5.73,5.5,5.64,3150180
2012-01-05,5.42,USD,5.59,5.37,5.55,5027160
2012-01-06,5.38,USD,5.56,5.28,5.44,4931435
2012-01-09,5.45,USD,5.5,5.22,5.4,4484755
2012-01-10,5.52,USD,5.55,5.45,5.49,3358660
2012-01-11,5.65,USD,5.68,5.46,5.52,3361195
